Nº Sample,Temperatura,PWM%
1,150,10,4,150
2,150,10,4,150
3,150,10,4,150
4,150,5,2,151
5,150,5,2,151
6,150,5,2,150
7,150,5,2,151
8,150,5,2,151
9,150,5,2,151
10,150,5,2,151
11,150,5,2,151
12,150,0,0,151
13,150,0,0,151
14,150,0,0,151
15,150,0,0,151
16,150,0,0,151
17,150,0,0,151
18,150,0,0,151
19,150,0,0,150
20,150,12,5,150
21,150,12,5,150
22,150,12,5,150
23,150,12,5,150
24,150,12,5,150
25,150,12,5,150
26,150,12,5,150
27,150,7,3,150
28,150,7,3,150
29,150,7,3,150
30,150,7,3,150
31,150,7,3,150
32,150,7,3,150
33,150,7,3,150
34,150,7,3,150
35,150,7,3,150
36,150,7,3,150
37,150,7,3,150
38,150,7,3,150
39,150,7,3,150
40,150,7,3,150
41,150,7,3,150
42,150,7,3,150
43,150,7,3,150
44,150,7,3,150
45,150,7,3,150
46,150,7,3,149
47,150,7,3,150
48,150,7,3,151
49,150,7,3,150
50,150,7,3,151
51,150,7,3,151
52,150,7,3,151
53,150,7,3,151
54,150,7,3,151
55,150,7,3,151
56,150,7,3,152
57,150,7,3,151
58,150,0,0,152
59,150,0,0,152
60,150,0,0,151
61,150,0,0,152
62,150,0,0,152
63,150,0,0,152
64,150,0,0,152
65,150,0,0,152
66,150,0,0,152
67,150,0,0,151
68,150,0,0,152
69,150,0,0,151
70,150,0,0,151
71,150,0,0,151
72,150,0,0,151
73,150,0,0,151
74,150,10,4,150
75,150,10,4,150
76,150,10,4,150
77,150,10,4,149
78,150,10,4,150
79,150,10,4,149
80,150,10,4,149
81,150,25,10,149
82,150,25,10,149
83,150,25,10,148
84,150,25,10,148
85,150,25,10,149
86,150,25,10,149
87,150,25,10,149
88,150,25,10,149
89,150,17,7,149
90,150,17,7,148
91,150,17,7,148
92,150,17,7,149
93,150,17,7,149
94,150,17,7,149
95,150,17,7,149
96,150,17,7,149
97,150,20,8,149
98,150,20,8,150
99,150,20,8,150
100,150,20,8,150
101,150,20,8,150
102,150,20,8,150
103,150,20,8,151
104,150,0,0,151
105,150,0,0,151
106,150,0,0,151
107,150,0,0,151
108,150,0,0,151
109,150,0,0,151
110,150,0,0,151
111,150,0,0,151
112,150,7,3,151
113,150,7,3,151
114,150,7,3,150
115,150,7,3,151
116,150,7,3,150
117,150,7,3,150
118,150,7,3,150
119,150,7,3,151
120,150,5,2,151
121,150,5,2,151
122,150,5,2,151
123,150,5,2,151
124,150,5,2,150
125,150,5,2,150
126,150,5,2,150
127,150,5,2,150
128,150,15,6,150
129,150,15,6,150
130,150,15,6,150
131,150,15,6,151
132,150,15,6,151
